,Model,Task,Difficulty,Target_Params,Actual_Params,Seed,Category,Best_Val_Score,Test_Score,model,LR
6117,LSTM,discrete_pattern_completion,medium,1000,928,7,classification,0.8275,0.8341333333333334,results_lstm,0.01
6118,LSTM,discrete_pattern_completion,medium,1000,928,8,classification,0.6990000000000001,0.7142,results_lstm,0.01
6119,LSTM,discrete_pattern_completion,medium,1000,928,9,classification,0.6378333333333333,0.6459666666666667,results_lstm,0.01
6120,LSTM,discrete_pattern_completion,medium,1000,928,0,classification,0.6248333333333334,0.6334,results_lstm,0.003
6121,LSTM,discrete_pattern_completion,medium,1000,928,1,classification,0.5631666666666666,0.5671666666666666,results_lstm,0.003
6122,LSTM,discrete_pattern_completion,medium,1000,928,2,classification,0.619,0.6199666666666667,results_lstm,0.003
6123,LSTM,discrete_pattern_completion,medium,1000,928,3,classification,0.8323333333333334,0.8345333333333333,results_lstm,0.003
6124,LSTM,discrete_pattern_completion,medium,1000,928,4,classification,0.6281666666666667,0.6369333333333334,results_lstm,0.003
6125,LSTM,discrete_pattern_completion,medium,1000,928,5,classification,0.8045,0.8007333333333333,results_lstm,0.003
6126,LSTM,discrete_pattern_completion,medium,1000,928,6,classification,0.7948333333333333,0.7946333333333333,results_lstm,0.003
6127,LSTM,discrete_pattern_completion,medium,1000,928,7,classification,0.609,0.6033999999999999,results_lstm,0.003
6128,LSTM,discrete_pattern_completion,medium,1000,928,8,classification,0.6098333333333333,0.6200333333333333,results_lstm,0.003
6129,LSTM,discrete_pattern_completion,medium,1000,928,9,classification,0.823,0.8285333333333333,results_lstm,0.003
6130,LSTM,discrete_pattern_completion,medium,1000,928,0,classification,0.8240000000000001,0.8383,results_lstm,0.001
6131,LSTM,discrete_pattern_completion,medium,1000,928,1,classification,0.8325,0.8329,results_lstm,0.001
6132,LSTM,discrete_pattern_completion,medium,1000,928,2,classification,0.6416666666666666,0.6333333333333333,results_lstm,0.001
6133,LSTM,discrete_pattern_completion,medium,1000,928,3,classification,0.8465,0.8240666666666667,results_lstm,0.001
6134,LSTM,discrete_pattern_completion,medium,1000,928,4,classification,0.6468333333333334,0.6547333333333334,results_lstm,0.001
6135,LSTM,discrete_pattern_completion,medium,1000,928,5,classification,0.872,0.8734666666666666,results_lstm,0.001
6136,LSTM,discrete_pattern_completion,medium,1000,928,6,classification,0.6471666666666667,0.6684666666666667,results_lstm,0.001
6137,LSTM,discrete_pattern_completion,medium,1000,928,7,classification,0.6335,0.6305333333333334,results_lstm,0.001
6138,LSTM,discrete_pattern_completion,medium,1000,928,8,classification,0.7898333333333334,0.7903666666666667,results_lstm,0.001
6139,LSTM,discrete_pattern_completion,medium,1000,928,9,classification,0.6805,0.6936,results_lstm,0.001
6140,LSTM,discrete_pattern_completion,medium,1000,928,0,classification,0.8741666666666666,0.8826666666666667,results_lstm,0.0003
6141,LSTM,discrete_pattern_completion,medium,1000,928,1,classification,0.8313333333333334,0.8339,results_lstm,0.0003
6142,LSTM,discrete_pattern_completion,medium,1000,928,2,classification,0.8703333333333333,0.8718333333333333,results_lstm,0.0003
6143,LSTM,discrete_pattern_completion,medium,1000,928,3,classification,0.8668333333333333,0.8773333333333333,results_lstm,0.0003
6144,LSTM,discrete_pattern_completion,medium,1000,928,4,classification,0.7411666666666666,0.7281666666666666,results_lstm,0.0003
6145,LSTM,discrete_pattern_completion,medium,1000,928,5,classification,0.8645,0.8724000000000001,results_lstm,0.0003
6146,LSTM,discrete_pattern_completion,medium,1000,928,6,classification,0.8005,0.8118333333333333,results_lstm,0.0003
6147,LSTM,discrete_pattern_completion,medium,1000,928,7,classification,0.7121666666666666,0.7026,results_lstm,0.0003
6148,LSTM,discrete_pattern_completion,medium,1000,928,8,classification,0.8225,0.8378666666666666,results_lstm,0.0003
6149,LSTM,discrete_pattern_completion,medium,1000,928,9,classification,0.863,0.8717,results_lstm,0.0003
6150,LSTM,discrete_pattern_completion,medium,1000,928,0,classification,0.8743333333333333,0.8761666666666666,results_lstm,0.0001
6151,LSTM,discrete_pattern_completion,medium,1000,928,1,classification,0.8723333333333333,0.8723333333333333,results_lstm,0.0001
6152,LSTM,discrete_pattern_completion,medium,1000,928,2,classification,0.8736666666666667,0.8731333333333333,results_lstm,0.0001
6153,LSTM,discrete_pattern_completion,medium,1000,928,3,classification,0.8701666666666666,0.8762,results_lstm,0.0001
6154,LSTM,discrete_pattern_completion,medium,1000,928,4,classification,0.8413333333333333,0.8318,results_lstm,0.0001
6155,LSTM,discrete_pattern_completion,medium,1000,928,5,classification,0.8645,0.8722666666666666,results_lstm,0.0001
6156,LSTM,discrete_pattern_completion,medium,1000,928,6,classification,0.8706666666666667,0.8723666666666667,results_lstm,0.0001
6157,LSTM,discrete_pattern_completion,medium,1000,928,7,classification,0.836,0.8307333333333333,results_lstm,0.0001
6158,LSTM,discrete_pattern_completion,medium,1000,928,8,classification,0.8725,0.8754,results_lstm,0.0001
6159,LSTM,discrete_pattern_completion,medium,1000,928,9,classification,0.863,0.8717,results_lstm,0.0001
6160,LSTM,discrete_pattern_completion,medium,10000,10040,0,classification,0.8368333333333333,0.8558666666666667,results_lstm,0.01
6161,LSTM,discrete_pattern_completion,medium,10000,10040,1,classification,0.8596666666666667,0.8772333333333333,results_lstm,0.01
6162,LSTM,discrete_pattern_completion,medium,10000,10040,2,classification,0.6546666666666667,0.6516333333333333,results_lstm,0.01
6163,LSTM,discrete_pattern_completion,medium,10000,10040,3,classification,0.842,0.8438333333333333,results_lstm,0.01
6164,LSTM,discrete_pattern_completion,medium,10000,10040,4,classification,0.2653333333333333,0.2561,results_lstm,0.01
6165,LSTM,discrete_pattern_completion,medium,10000,10040,5,classification,0.1131666666666666,0.1141333333333333,results_lstm,0.01
6166,LSTM,discrete_pattern_completion,medium,10000,10040,6,classification,0.6753333333333333,0.6797333333333333,results_lstm,0.01
6167,LSTM,discrete_pattern_completion,medium,10000,10040,7,classification,0.737,0.7395666666666667,results_lstm,0.01
6168,LSTM,discrete_pattern_completion,medium,10000,10040,8,classification,0.6851666666666667,0.6924,results_lstm,0.01
6169,LSTM,discrete_pattern_completion,medium,10000,10040,9,classification,0.7153333333333334,0.7158333333333333,results_lstm,0.01
6170,LSTM,discrete_pattern_completion,medium,10000,10040,0,classification,0.128,0.137,results_lstm,0.003
6171,LSTM,discrete_pattern_completion,medium,10000,10040,1,classification,0.4816666666666667,0.4826,results_lstm,0.003
6172,LSTM,discrete_pattern_completion,medium,10000,10040,2,classification,0.168,0.1703,results_lstm,0.003
6173,LSTM,discrete_pattern_completion,medium,10000,10040,3,classification,0.2673333333333333,0.2784999999999999,results_lstm,0.003
6174,LSTM,discrete_pattern_completion,medium,10000,10040,4,classification,0.2561666666666666,0.2579333333333333,results_lstm,0.003
6175,LSTM,discrete_pattern_completion,medium,10000,10040,5,classification,0.1856666666666666,0.1861,results_lstm,0.003
6176,LSTM,discrete_pattern_completion,medium,10000,10040,6,classification,0.2603333333333333,0.2757333333333334,results_lstm,0.003
6177,LSTM,discrete_pattern_completion,medium,10000,10040,7,classification,0.2026666666666666,0.1981,results_lstm,0.003
6178,LSTM,discrete_pattern_completion,medium,10000,10040,8,classification,0.2261666666666666,0.2316333333333333,results_lstm,0.003
6179,LSTM,discrete_pattern_completion,medium,10000,10040,9,classification,0.2448333333333333,0.2522,results_lstm,0.003
6180,LSTM,discrete_pattern_completion,medium,10000,10040,0,classification,0.245,0.2548,results_lstm,0.001
6181,LSTM,discrete_pattern_completion,medium,10000,10040,1,classification,0.2556666666666667,0.2469666666666666,results_lstm,0.001
6182,LSTM,discrete_pattern_completion,medium,10000,10040,2,classification,0.256,0.2651333333333333,results_lstm,0.001
6183,LSTM,discrete_pattern_completion,medium,10000,10040,3,classification,0.2296666666666666,0.2433999999999999,results_lstm,0.001
6184,LSTM,discrete_pattern_completion,medium,10000,10040,4,classification,0.284,0.2912666666666667,results_lstm,0.001
6185,LSTM,discrete_pattern_completion,medium,10000,10040,5,classification,0.2266666666666666,0.2321333333333333,results_lstm,0.001
6186,LSTM,discrete_pattern_completion,medium,10000,10040,6,classification,0.2211666666666666,0.2291333333333333,results_lstm,0.001
6187,LSTM,discrete_pattern_completion,medium,10000,10040,7,classification,0.2666666666666667,0.2765333333333333,results_lstm,0.001
6188,LSTM,discrete_pattern_completion,medium,10000,10040,8,classification,0.2786666666666666,0.2772333333333333,results_lstm,0.001
6189,LSTM,discrete_pattern_completion,medium,10000,10040,9,classification,0.2291666666666666,0.2413999999999999,results_lstm,0.001
6190,LSTM,discrete_pattern_completion,medium,10000,10040,0,classification,0.4816666666666667,0.4901666666666666,results_lstm,0.0003
6191,LSTM,discrete_pattern_completion,medium,10000,10040,1,classification,0.4841666666666666,0.4803333333333333,results_lstm,0.0003
6192,LSTM,discrete_pattern_completion,medium,10000,10040,2,classification,0.7996666666666666,0.7986333333333333,results_lstm,0.0003
6193,LSTM,discrete_pattern_completion,medium,10000,10040,3,classification,0.4873333333333333,0.4877,results_lstm,0.0003
6194,LSTM,discrete_pattern_completion,medium,10000,10040,4,classification,0.4981666666666666,0.4953999999999999,results_lstm,0.0003
6195,LSTM,discrete_pattern_completion,medium,10000,10040,5,classification,0.4509999999999999,0.4536666666666666,results_lstm,0.0003
6196,LSTM,discrete_pattern_completion,medium,10000,10040,6,classification,0.4723333333333334,0.4777333333333333,results_lstm,0.0003
6197,LSTM,discrete_pattern_completion,medium,10000,10040,7,classification,0.4885,0.5071333333333333,results_lstm,0.0003
6198,LSTM,discrete_pattern_completion,medium,10000,10040,8,classification,0.4868333333333333,0.4898666666666667,results_lstm,0.0003
6199,LSTM,discrete_pattern_completion,medium,10000,10040,9,classification,0.4649999999999999,0.4675666666666667,results_lstm,0.0003
6200,LSTM,discrete_pattern_completion,medium,10000,10040,0,classification,0.845,0.8266333333333333,results_lstm,0.0001
6201,LSTM,discrete_pattern_completion,medium,10000,10040,1,classification,0.8728333333333333,0.8749666666666667,results_lstm,0.0001
6202,LSTM,discrete_pattern_completion,medium,10000,10040,2,classification,0.8708333333333333,0.8742333333333333,results_lstm,0.0001
6203,LSTM,discrete_pattern_completion,medium,10000,10040,3,classification,0.8746666666666667,0.8731666666666666,results_lstm,0.0001
6204,LSTM,discrete_pattern_completion,medium,10000,10040,4,classification,0.8375,0.8291999999999999,results_lstm,0.0001
6205,LSTM,discrete_pattern_completion,medium,10000,10040,5,classification,0.7133333333333334,0.7190333333333334,results_lstm,0.0001
6206,LSTM,discrete_pattern_completion,medium,10000,10040,6,classification,0.6481666666666667,0.6563666666666667,results_lstm,0.0001
6207,LSTM,discrete_pattern_completion,medium,10000,10040,7,classification,0.8231666666666666,0.8375333333333334,results_lstm,0.0001
6208,LSTM,discrete_pattern_completion,medium,10000,10040,8,classification,0.6428333333333334,0.6483666666666666,results_lstm,0.0001
6209,LSTM,discrete_pattern_completion,medium,10000,10040,9,classification,0.8326666666666667,0.8364333333333334,results_lstm,0.0001
6210,LSTM,discrete_pattern_completion,medium,100000,100328,0,classification,0.8608333333333333,0.8703333333333333,results_lstm,0.01
6211,LSTM,discrete_pattern_completion,medium,100000,100328,1,classification,0.6285000000000001,0.6268666666666667,results_lstm,0.01
6212,LSTM,discrete_pattern_completion,medium,100000,100328,2,classification,0.2225,0.2179333333333333,results_lstm,0.01
6213,LSTM,discrete_pattern_completion,medium,100000,100328,3,classification,0.3581666666666666,0.3598,results_lstm,0.01
6214,LSTM,discrete_pattern_completion,medium,100000,100328,4,classification,0.8411666666666666,0.8394666666666667,results_lstm,0.01
6215,LSTM,discrete_pattern_completion,medium,100000,100328,5,classification,0.6051666666666666,0.6135999999999999,results_lstm,0.01
6216,LSTM,discrete_pattern_completion,medium,100000,100328,6,classification,0.1888333333333333,0.2027333333333333,results_lstm,0.01
6217,LSTM,discrete_pattern_completion,medium,100000,100328,7,classification,0.4398333333333333,0.4451,results_lstm,0.01
6218,LSTM,discrete_pattern_completion,medium,100000,100328,8,classification,0.4885,0.4999,results_lstm,0.01
6219,LSTM,discrete_pattern_completion,medium,100000,100328,9,classification,0.2774999999999999,0.2884666666666666,results_lstm,0.01
6220,LSTM,discrete_pattern_completion,medium,100000,100328,0,classification,0.7628333333333334,0.7694,results_lstm,0.003
6221,LSTM,discrete_pattern_completion,medium,100000,100328,1,classification,0.152,0.1457666666666667,results_lstm,0.003
6222,LSTM,discrete_pattern_completion,medium,100000,100328,2,classification,0.698,0.6947,results_lstm,0.003
6223,LSTM,discrete_pattern_completion,medium,100000,100328,3,classification,0.7558333333333334,0.7643666666666666,results_lstm,0.003
6224,LSTM,discrete_pattern_completion,medium,100000,100328,4,classification,0.2631666666666666,0.2573333333333333,results_lstm,0.003
6225,LSTM,discrete_pattern_completion,medium,100000,100328,5,classification,0.1464999999999999,0.1503,results_lstm,0.003
6226,LSTM,discrete_pattern_completion,medium,100000,100328,6,classification,0.1354999999999999,0.1455999999999999,results_lstm,0.003
6227,LSTM,discrete_pattern_completion,medium,100000,100328,7,classification,0.158,0.1532333333333333,results_lstm,0.003
6228,LSTM,discrete_pattern_completion,medium,100000,100328,8,classification,0.1498333333333333,0.1593333333333333,results_lstm,0.003
6229,LSTM,discrete_pattern_completion,medium,100000,100328,9,classification,0.1678333333333332,0.1754333333333333,results_lstm,0.003
6230,LSTM,discrete_pattern_completion,medium,100000,100328,0,classification,0.2686666666666667,0.2784333333333333,results_lstm,0.001
6231,LSTM,discrete_pattern_completion,medium,100000,100328,1,classification,0.286,0.2955,results_lstm,0.001
6232,LSTM,discrete_pattern_completion,medium,100000,100328,2,classification,0.2935,0.3071333333333333,results_lstm,0.001
6233,LSTM,discrete_pattern_completion,medium,100000,100328,3,classification,0.2531666666666666,0.2724,results_lstm,0.001
6234,LSTM,discrete_pattern_completion,medium,100000,100328,4,classification,0.3265,0.3328333333333333,results_lstm,0.001
6235,LSTM,discrete_pattern_completion,medium,100000,100328,5,classification,0.2576666666666667,0.2635999999999999,results_lstm,0.001
6236,LSTM,discrete_pattern_completion,medium,100000,100328,6,classification,0.2955,0.3165,results_lstm,0.001
6237,LSTM,discrete_pattern_completion,medium,100000,100328,7,classification,0.3246666666666666,0.3337,results_lstm,0.001
6238,LSTM,discrete_pattern_completion,medium,100000,100328,8,classification,0.3073333333333333,0.3079333333333333,results_lstm,0.001
6239,LSTM,discrete_pattern_completion,medium,100000,100328,9,classification,0.2568333333333333,0.2613999999999999,results_lstm,0.001
6240,LSTM,discrete_pattern_completion,medium,100000,100328,0,classification,0.3838333333333333,0.3889333333333333,results_lstm,0.0003
6241,LSTM,discrete_pattern_completion,medium,100000,100328,1,classification,0.389,0.404,results_lstm,0.0003
6242,LSTM,discrete_pattern_completion,medium,100000,100328,2,classification,0.4311666666666667,0.4331333333333333,results_lstm,0.0003
6243,LSTM,discrete_pattern_completion,medium,100000,100328,3,classification,0.3854999999999999,0.3921,results_lstm,0.0003
6244,LSTM,discrete_pattern_completion,medium,100000,100328,4,classification,0.4083333333333333,0.4123,results_lstm,0.0003
6245,LSTM,discrete_pattern_completion,medium,100000,100328,5,classification,0.3695,0.3842666666666666,results_lstm,0.0003
6246,LSTM,discrete_pattern_completion,medium,100000,100328,6,classification,0.386,0.3951,results_lstm,0.0003
6247,LSTM,discrete_pattern_completion,medium,100000,100328,7,classification,0.3586666666666667,0.3821666666666666,results_lstm,0.0003
6248,LSTM,discrete_pattern_completion,medium,100000,100328,8,classification,0.3946666666666667,0.3882,results_lstm,0.0003
6249,LSTM,discrete_pattern_completion,medium,100000,100328,9,classification,0.38,0.3876333333333334,results_lstm,0.0003
6250,LSTM,discrete_pattern_completion,medium,100000,100328,0,classification,0.5086666666666666,0.5216000000000001,results_lstm,0.0001
6251,LSTM,discrete_pattern_completion,medium,100000,100328,1,classification,0.4875,0.4863666666666666,results_lstm,0.0001
6252,LSTM,discrete_pattern_completion,medium,100000,100328,2,classification,0.5178333333333334,0.5149,results_lstm,0.0001
6253,LSTM,discrete_pattern_completion,medium,100000,100328,3,classification,0.844,0.8316,results_lstm,0.0001
6254,LSTM,discrete_pattern_completion,medium,100000,100328,4,classification,0.5003333333333333,0.5088333333333334,results_lstm,0.0001
6255,LSTM,discrete_pattern_completion,medium,100000,100328,5,classification,0.5048333333333334,0.5097666666666667,results_lstm,0.0001
6256,LSTM,discrete_pattern_completion,medium,100000,100328,6,classification,0.7813333333333333,0.7789666666666667,results_lstm,0.0001
6257,LSTM,discrete_pattern_completion,medium,100000,100328,7,classification,0.4785,0.5001333333333333,results_lstm,0.0001
6258,LSTM,discrete_pattern_completion,medium,100000,100328,8,classification,0.5433333333333333,0.5453666666666667,results_lstm,0.0001
6259,LSTM,discrete_pattern_completion,medium,100000,100328,9,classification,0.5058333333333334,0.5078,results_lstm,0.0001
6260,LSTM,continuous_pattern_completion,small,1000,967,0,regression,0.0119462955571969,0.0103156587130944,results_lstm,0.01
6261,LSTM,continuous_pattern_completion,small,1000,967,1,regression,0.0399403075897128,0.0378208331906009,results_lstm,0.01
6262,LSTM,continuous_pattern_completion,small,1000,967,2,regression,0.0380902434581834,0.0352661775417597,results_lstm,0.01
6263,LSTM,continuous_pattern_completion,small,1000,967,3,regression,0.0122928692814491,0.008304203429942,results_lstm,0.01
6264,LSTM,continuous_pattern_completion,small,1000,967,4,regression,0.0049823652224272,0.0093001936153836,results_lstm,0.01
6265,LSTM,continuous_pattern_completion,small,1000,967,5,regression,0.0081796925247384,0.0100975970886343,results_lstm,0.01
6266,LSTM,continuous_pattern_completion,small,1000,967,6,regression,0.0083521007499264,0.0119540378163403,results_lstm,0.01
6267,LSTM,continuous_pattern_completion,small,1000,967,7,regression,0.0043206925007079,0.010007287250317,results_lstm,0.01
6268,LSTM,continuous_pattern_completion,small,1000,967,8,regression,0.0080806476437593,0.0108640090618546,results_lstm,0.01
6269,LSTM,continuous_pattern_completion,small,1000,967,9,regression,0.0079719565137172,0.0075280910557371,results_lstm,0.01
6270,LSTM,continuous_pattern_completion,small,1000,967,0,regression,0.0696782091892476,0.0656330535093748,results_lstm,0.003
6271,LSTM,continuous_pattern_completion,small,1000,967,1,regression,0.0378017758929562,0.0337335249211095,results_lstm,0.003
6272,LSTM,continuous_pattern_completion,small,1000,967,2,regression,0.0388492546642526,0.0359265117251031,results_lstm,0.003
6273,LSTM,continuous_pattern_completion,small,1000,967,3,regression,0.077687228604226,0.0714508625253263,results_lstm,0.003
6274,LSTM,continuous_pattern_completion,small,1000,967,4,regression,0.0113140900515517,0.0152225965952521,results_lstm,0.003
6275,LSTM,continuous_pattern_completion,small,1000,967,5,regression,0.0302225180275349,0.0329341782104888,results_lstm,0.003
6276,LSTM,continuous_pattern_completion,small,1000,967,6,regression,0.0239807596206614,0.029327084850725,results_lstm,0.003
6277,LSTM,continuous_pattern_completion,small,1000,967,7,regression,0.0655094199418796,0.0962807154109703,results_lstm,0.003
6278,LSTM,continuous_pattern_completion,small,1000,967,8,regression,0.0237923775323078,0.0299383136643923,results_lstm,0.003
6279,LSTM,continuous_pattern_completion,small,1000,967,9,regression,0.0301886301835394,0.0275550695581163,results_lstm,0.003
6280,LSTM,continuous_pattern_completion,small,1000,967,0,regression,0.0810960488180714,0.0766636833579402,results_lstm,0.001
6281,LSTM,continuous_pattern_completion,small,1000,967,1,regression,0.0781365884257511,0.0853877802313992,results_lstm,0.001
6282,LSTM,continuous_pattern_completion,small,1000,967,2,regression,0.0522775725539316,0.0485341252202659,results_lstm,0.001
6283,LSTM,continuous_pattern_completion,small,1000,967,3,regression,0.0771956892273562,0.0707039235146162,results_lstm,0.001
6284,LSTM,continuous_pattern_completion,small,1000,967,4,regression,0.058169325445723,0.0617440870740435,results_lstm,0.001
6285,LSTM,continuous_pattern_completion,small,1000,967,5,regression,0.0534608668754611,0.0607462273679854,results_lstm,0.001
6286,LSTM,continuous_pattern_completion,small,1000,967,6,regression,0.0610906253659288,0.062324541075311,results_lstm,0.001
6287,LSTM,continuous_pattern_completion,small,1000,967,7,regression,0.0655234483649632,0.0963777635786609,results_lstm,0.001
6288,LSTM,continuous_pattern_completion,small,1000,967,8,regression,0.0621605944362166,0.0673518337184908,results_lstm,0.001
6289,LSTM,continuous_pattern_completion,small,1000,967,9,regression,0.0629089601114735,0.0597429703781397,results_lstm,0.001
6290,LSTM,continuous_pattern_completion,small,1000,967,0,regression,0.0808758408223296,0.0763129097199305,results_lstm,0.0003
6291,LSTM,continuous_pattern_completion,small,1000,967,1,regression,0.0783232760669916,0.0846447535205923,results_lstm,0.0003
6292,LSTM,continuous_pattern_completion,small,1000,967,2,regression,0.0709522936821434,0.0701187882632762,results_lstm,0.0003
6293,LSTM,continuous_pattern_completion,small,1000,967,3,regression,0.0790514772638718,0.0735472883039514,results_lstm,0.0003
6294,LSTM,continuous_pattern_completion,small,1000,967,4,regression,0.0685324052497743,0.0680872931254629,results_lstm,0.0003
6295,LSTM,continuous_pattern_completion,small,1000,967,5,regression,0.0703972349523408,0.0771197356191396,results_lstm,0.0003
6296,LSTM,continuous_pattern_completion,small,1000,967,6,regression,0.0709543993414243,0.07221426938353,results_lstm,0.0003
6297,LSTM,continuous_pattern_completion,small,1000,967,7,regression,0.0649964594324265,0.0924061593636975,results_lstm,0.0003
6298,LSTM,continuous_pattern_completion,small,1000,967,8,regression,0.0686001023299947,0.0715465182313027,results_lstm,0.0003
6299,LSTM,continuous_pattern_completion,small,1000,967,9,regression,0.0701668877519965,0.0690281492366333,results_lstm,0.0003
6300,LSTM,continuous_pattern_completion,small,1000,967,0,regression,0.0808791601029391,0.0762390226722961,results_lstm,0.0001
6301,LSTM,continuous_pattern_completion,small,1000,967,1,regression,0.0874593395327491,0.0895824484812035,results_lstm,0.0001
6302,LSTM,continuous_pattern_completion,small,1000,967,2,regression,0.0800088620377065,0.0804739280120379,results_lstm,0.0001
6303,LSTM,continuous_pattern_completion,small,1000,967,3,regression,0.0906391501856358,0.0847046239656317,results_lstm,0.0001
6304,LSTM,continuous_pattern_completion,small,1000,967,4,regression,0.0969487098131175,0.0971267992369371,results_lstm,0.0001
6305,LSTM,continuous_pattern_completion,small,1000,967,5,regression,0.0885128095944824,0.0903989890343213,results_lstm,0.0001
6306,LSTM,continuous_pattern_completion,small,1000,967,6,regression,0.085320100848045,0.087401476751123,results_lstm,0.0001
6307,LSTM,continuous_pattern_completion,small,1000,967,7,regression,0.0650095965283565,0.0932165238499343,results_lstm,0.0001
6308,LSTM,continuous_pattern_completion,small,1000,967,8,regression,0.0717135407902484,0.0740274994978481,results_lstm,0.0001
6309,LSTM,continuous_pattern_completion,small,1000,967,9,regression,0.0807933386926767,0.0827975035486089,results_lstm,0.0001
6310,LSTM,continuous_pattern_completion,small,10000,9841,0,regression,0.012105601959952,0.0099367160667443,results_lstm,0.01
6311,LSTM,continuous_pattern_completion,small,10000,9841,1,regression,0.0075281552801824,0.0130920989455569,results_lstm,0.01
6312,LSTM,continuous_pattern_completion,small,10000,9841,2,regression,0.0132771706388283,0.0085892848134501,results_lstm,0.01
6313,LSTM,continuous_pattern_completion,small,10000,9841,3,regression,0.0117146183888697,0.0079984028344766,results_lstm,0.01
6314,LSTM,continuous_pattern_completion,small,10000,9841,4,regression,0.0039756719864804,0.007675672496018,results_lstm,0.01
6315,LSTM,continuous_pattern_completion,small,10000,9841,5,regression,0.0071515342816078,0.0090670468328236,results_lstm,0.01
6316,LSTM,continuous_pattern_completion,small,10000,9841,6,regression,0.0075157496869088,0.0110022484662241,results_lstm,0.01
6317,LSTM,continuous_pattern_completion,small,10000,9841,7,regression,0.0054323590331053,0.0104401770634648,results_lstm,0.01
6318,LSTM,continuous_pattern_completion,small,10000,9841,8,regression,0.0076255545916954,0.0098024340917982,results_lstm,0.01
6319,LSTM,continuous_pattern_completion,small,10000,9841,9,regression,0.0079615215461173,0.0074814140926042,results_lstm,0.01
6320,LSTM,continuous_pattern_completion,small,10000,9841,0,regression,0.0704493674551023,0.0669106566646485,results_lstm,0.003
6321,LSTM,continuous_pattern_completion,small,10000,9841,1,regression,0.0775801567335535,0.0883211047551798,results_lstm,0.003
6322,LSTM,continuous_pattern_completion,small,10000,9841,2,regression,0.0399102608836338,0.0342698688643759,results_lstm,0.003
6323,LSTM,continuous_pattern_completion,small,10000,9841,3,regression,0.0122364507504674,0.0083001316474265,results_lstm,0.003
6324,LSTM,continuous_pattern_completion,small,10000,9841,4,regression,0.0173362988407817,0.0272205386731851,results_lstm,0.003
6325,LSTM,continuous_pattern_completion,small,10000,9841,5,regression,0.0255451094496753,0.0334446323001845,results_lstm,0.003
6326,LSTM,continuous_pattern_completion,small,10000,9841,6,regression,0.0077828993083876,0.01064936876637,results_lstm,0.003
6327,LSTM,continuous_pattern_completion,small,10000,9841,7,regression,0.0043451572134296,0.0098332323188071,results_lstm,0.003
6328,LSTM,continuous_pattern_completion,small,10000,9841,8,regression,0.0074692523949712,0.0101424572823714,results_lstm,0.003
6329,LSTM,continuous_pattern_completion,small,10000,9841,9,regression,0.007637705266233,0.0075257182261182,results_lstm,0.003
6330,LSTM,continuous_pattern_completion,small,10000,9841,0,regression,0.0709705908755513,0.0673265483526576,results_lstm,0.001
6331,LSTM,continuous_pattern_completion,small,10000,9841,1,regression,0.0769324559975663,0.0883836523640778,results_lstm,0.001
6332,LSTM,continuous_pattern_completion,small,10000,9841,2,regression,0.0351706661578384,0.0294083204807033,results_lstm,0.001
6333,LSTM,continuous_pattern_completion,small,10000,9841,3,regression,0.0773909309852362,0.0725846772355039,results_lstm,0.001
6334,LSTM,continuous_pattern_completion,small,10000,9841,4,regression,0.013651314429901,0.0219746846548512,results_lstm,0.001
6335,LSTM,continuous_pattern_completion,small,10000,9841,5,regression,0.0293807443984864,0.0319239336606055,results_lstm,0.001
6336,LSTM,continuous_pattern_completion,small,10000,9841,6,regression,0.0674926249643034,0.0701552366484664,results_lstm,0.001
6337,LSTM,continuous_pattern_completion,small,10000,9841,7,regression,0.0666596637335424,0.092500608006486,results_lstm,0.001
6338,LSTM,continuous_pattern_completion,small,10000,9841,8,regression,0.024378455396613,0.0299247031017947,results_lstm,0.001
6339,LSTM,continuous_pattern_completion,small,10000,9841,9,regression,0.0302563856533827,0.0267656233022484,results_lstm,0.001
6340,LSTM,continuous_pattern_completion,small,10000,9841,0,regression,0.0876487835102335,0.0827387585914352,results_lstm,0.0003
6341,LSTM,continuous_pattern_completion,small,10000,9841,1,regression,0.0774885230043666,0.0878067951789954,results_lstm,0.0003
6342,LSTM,continuous_pattern_completion,small,10000,9841,2,regression,0.0720701871305557,0.0709008314312797,results_lstm,0.0003
6343,LSTM,continuous_pattern_completion,small,10000,9841,3,regression,0.0774695889389971,0.0716935514184769,results_lstm,0.0003
6344,LSTM,continuous_pattern_completion,small,10000,9841,4,regression,0.0624717614239099,0.0653536660204537,results_lstm,0.0003
6345,LSTM,continuous_pattern_completion,small,10000,9841,5,regression,0.067905714125164,0.0747900131197753,results_lstm,0.0003
6346,LSTM,continuous_pattern_completion,small,10000,9841,6,regression,0.0694418767242015,0.0723222749408423,results_lstm,0.0003
6347,LSTM,continuous_pattern_completion,small,10000,9841,7,regression,0.0676682573040327,0.0977471089807376,results_lstm,0.0003
6348,LSTM,continuous_pattern_completion,small,10000,9841,8,regression,0.0672322604794635,0.0726204250582268,results_lstm,0.0003
6349,LSTM,continuous_pattern_completion,small,10000,9841,9,regression,0.0678126030180939,0.0669824138301824,results_lstm,0.0003
6350,LSTM,continuous_pattern_completion,small,10000,9841,0,regression,0.0889400824459416,0.0838237169541316,results_lstm,0.0001
6351,LSTM,continuous_pattern_completion,small,10000,9841,1,regression,0.0785545241751067,0.0895293113565101,results_lstm,0.0001
6352,LSTM,continuous_pattern_completion,small,10000,9841,2,regression,0.0814576426481544,0.0800425794155077,results_lstm,0.0001
