Model,Task,Difficulty,Target_Params,Actual_Params,LR,Seed,Category,Best_Val_Score,Test_Score
MAMBA,associative_recall,small,10000,9785,0.001,7,classification,0.55,0.6699999999999999
MAMBA,associative_recall,small,10000,9785,0.001,8,classification,0.44999999999999996,0.73
MAMBA,associative_recall,small,10000,9785,0.001,9,classification,0.5,0.71
MAMBA,associative_recall,small,10000,9785,0.0003,0,classification,0.44999999999999996,0.6
MAMBA,associative_recall,small,10000,9785,0.0003,1,classification,0.55,0.7
MAMBA,associative_recall,small,10000,9785,0.0003,2,classification,0.8,0.7
MAMBA,associative_recall,small,10000,9785,0.0003,3,classification,0.65,0.6799999999999999
MAMBA,associative_recall,small,10000,9785,0.0003,4,classification,0.8,0.72
MAMBA,associative_recall,small,10000,9785,0.0003,5,classification,0.65,0.64
MAMBA,associative_recall,small,10000,9785,0.0003,6,classification,0.65,0.6699999999999999
MAMBA,associative_recall,small,10000,9785,0.0003,7,classification,0.7,0.5900000000000001
MAMBA,associative_recall,small,10000,9785,0.0003,8,classification,0.44999999999999996,0.73
MAMBA,associative_recall,small,10000,9785,0.0003,9,classification,0.5,0.69
MAMBA,associative_recall,small,10000,9785,0.0001,0,classification,0.44999999999999996,0.6
MAMBA,associative_recall,small,10000,9785,0.0001,1,classification,0.55,0.7
MAMBA,associative_recall,small,10000,9785,0.0001,2,classification,0.8,0.7
MAMBA,associative_recall,small,10000,9785,0.0001,3,classification,0.65,0.6799999999999999
MAMBA,associative_recall,small,10000,9785,0.0001,4,classification,0.8,0.72
MAMBA,associative_recall,small,10000,9785,0.0001,5,classification,0.65,0.64
MAMBA,associative_recall,small,10000,9785,0.0001,6,classification,0.6,0.69
MAMBA,associative_recall,small,10000,9785,0.0001,7,classification,0.75,0.69
MAMBA,associative_recall,small,10000,9785,0.0001,8,classification,0.44999999999999996,0.74
MAMBA,associative_recall,small,10000,9785,0.0001,9,classification,0.44999999999999996,0.6799999999999999
MAMBA,associative_recall,small,100000,98645,0.01,0,classification,0.35,0.61
MAMBA,associative_recall,small,100000,98645,0.01,1,classification,0.44999999999999996,0.65
MAMBA,associative_recall,small,100000,98645,0.01,2,classification,0.44999999999999996,0.63
MAMBA,associative_recall,small,100000,98645,0.01,3,classification,0.65,0.64
MAMBA,associative_recall,small,100000,98645,0.01,4,classification,0.55,0.69
MAMBA,associative_recall,small,100000,98645,0.01,5,classification,0.55,0.6599999999999999
MAMBA,associative_recall,small,100000,98645,0.01,6,classification,0.6,0.69
MAMBA,associative_recall,small,100000,98645,0.01,7,classification,0.4,0.77
MAMBA,associative_recall,small,100000,98645,0.01,8,classification,0.6,0.75
MAMBA,associative_recall,small,100000,98645,0.01,9,classification,0.65,0.6699999999999999
MAMBA,associative_recall,small,100000,98645,0.003,0,classification,0.35,0.61
MAMBA,associative_recall,small,100000,98645,0.003,1,classification,0.44999999999999996,0.6599999999999999
MAMBA,associative_recall,small,100000,98645,0.003,2,classification,0.55,0.5900000000000001
MAMBA,associative_recall,small,100000,98645,0.003,3,classification,0.65,0.64
MAMBA,associative_recall,small,100000,98645,0.003,4,classification,0.55,0.65
MAMBA,associative_recall,small,100000,98645,0.003,5,classification,0.65,0.62
MAMBA,associative_recall,small,100000,98645,0.003,6,classification,0.35,0.7
MAMBA,associative_recall,small,100000,98645,0.003,7,classification,0.55,0.72
MAMBA,associative_recall,small,100000,98645,0.003,8,classification,0.44999999999999996,0.73
MAMBA,associative_recall,small,100000,98645,0.003,9,classification,0.6,0.69
MAMBA,associative_recall,small,100000,98645,0.001,0,classification,0.44999999999999996,0.6
MAMBA,associative_recall,small,100000,98645,0.001,1,classification,0.30000000000000004,0.63
MAMBA,associative_recall,small,100000,98645,0.001,2,classification,0.6,0.62
MAMBA,associative_recall,small,100000,98645,0.001,3,classification,0.65,0.64
MAMBA,associative_recall,small,100000,98645,0.001,4,classification,0.65,0.64
MAMBA,associative_recall,small,100000,98645,0.001,5,classification,0.5,0.72
MAMBA,associative_recall,small,100000,98645,0.001,6,classification,0.44999999999999996,0.6599999999999999
MAMBA,associative_recall,small,100000,98645,0.001,7,classification,0.55,0.6699999999999999
MAMBA,associative_recall,small,100000,98645,0.001,8,classification,0.65,0.7
MAMBA,associative_recall,small,100000,98645,0.001,9,classification,0.6,0.6799999999999999
MAMBA,associative_recall,small,100000,98645,0.0003,0,classification,0.44999999999999996,0.6
MAMBA,associative_recall,small,100000,98645,0.0003,1,classification,0.55,0.64
MAMBA,associative_recall,small,100000,98645,0.0003,2,classification,0.6,0.6
MAMBA,associative_recall,small,100000,98645,0.0003,3,classification,0.65,0.64
MAMBA,associative_recall,small,100000,98645,0.0003,4,classification,0.55,0.6799999999999999
MAMBA,associative_recall,small,100000,98645,0.0003,5,classification,0.5,0.72
MAMBA,associative_recall,small,100000,98645,0.0003,6,classification,0.5,0.6799999999999999
MAMBA,associative_recall,small,100000,98645,0.0003,7,classification,0.55,0.6699999999999999
MAMBA,associative_recall,small,100000,98645,0.0003,8,classification,0.65,0.7
MAMBA,associative_recall,small,100000,98645,0.0003,9,classification,0.7,0.63
MAMBA,associative_recall,small,100000,98645,0.0001,0,classification,0.44999999999999996,0.6
MAMBA,associative_recall,small,100000,98645,0.0001,1,classification,0.55,0.64
MAMBA,associative_recall,small,100000,98645,0.0001,2,classification,0.65,0.64
MAMBA,associative_recall,small,100000,98645,0.0001,3,classification,0.75,0.6799999999999999
MAMBA,associative_recall,small,100000,98645,0.0001,4,classification,0.6,0.6699999999999999
MAMBA,associative_recall,small,100000,98645,0.0001,5,classification,0.5,0.72
MAMBA,associative_recall,small,100000,98645,0.0001,6,classification,0.6,0.6699999999999999
MAMBA,associative_recall,small,100000,98645,0.0001,7,classification,0.55,0.72
MAMBA,associative_recall,small,100000,98645,0.0001,8,classification,0.8,0.7
MAMBA,associative_recall,small,100000,98645,0.0001,9,classification,0.75,0.7
MAMBA,associative_recall,medium,1000,1260,0.01,0,classification,0.905,0.9390000000000001
MAMBA,associative_recall,medium,1000,1260,0.01,1,classification,0.905,0.927
MAMBA,associative_recall,medium,1000,1260,0.01,2,classification,0.88,0.9390000000000001
MAMBA,associative_recall,medium,1000,1260,0.01,3,classification,0.91,0.937
MAMBA,associative_recall,medium,1000,1260,0.01,4,classification,0.875,0.933
MAMBA,associative_recall,medium,1000,1260,0.01,5,classification,0.895,0.9359999999999999
MAMBA,associative_recall,medium,1000,1260,0.01,6,classification,0.88,0.926
MAMBA,associative_recall,medium,1000,1260,0.01,7,classification,0.9,0.9299999999999999
MAMBA,associative_recall,medium,1000,1260,0.01,8,classification,0.905,0.94
MAMBA,associative_recall,medium,1000,1260,0.01,9,classification,0.87,0.948
MAMBA,associative_recall,medium,1000,1260,0.003,0,classification,0.895,0.935
MAMBA,associative_recall,medium,1000,1260,0.003,1,classification,0.845,0.921
MAMBA,associative_recall,medium,1000,1260,0.003,2,classification,0.905,0.929
MAMBA,associative_recall,medium,1000,1260,0.003,3,classification,0.91,0.91
MAMBA,associative_recall,medium,1000,1260,0.003,4,classification,0.92,0.923
MAMBA,associative_recall,medium,1000,1260,0.003,5,classification,0.9,0.928
MAMBA,associative_recall,medium,1000,1260,0.003,6,classification,0.88,0.944
MAMBA,associative_recall,medium,1000,1260,0.003,7,classification,0.89,0.915
MAMBA,associative_recall,medium,1000,1260,0.003,8,classification,0.91,0.924
MAMBA,associative_recall,medium,1000,1260,0.003,9,classification,0.875,0.927
MAMBA,associative_recall,medium,1000,1260,0.001,0,classification,0.89,0.926
MAMBA,associative_recall,medium,1000,1260,0.001,1,classification,0.925,0.929
MAMBA,associative_recall,medium,1000,1260,0.001,2,classification,0.91,0.929
MAMBA,associative_recall,medium,1000,1260,0.001,3,classification,0.915,0.925
MAMBA,associative_recall,medium,1000,1260,0.001,4,classification,0.95,0.923
MAMBA,associative_recall,medium,1000,1260,0.001,5,classification,0.905,0.935
MAMBA,associative_recall,medium,1000,1260,0.001,6,classification,0.895,0.927
MAMBA,associative_recall,medium,1000,1260,0.001,7,classification,0.925,0.935
MAMBA,associative_recall,medium,1000,1260,0.001,8,classification,0.91,0.9299999999999999
MAMBA,associative_recall,medium,1000,1260,0.001,9,classification,0.895,0.92
MAMBA,associative_recall,medium,1000,1260,0.0003,0,classification,0.9299999999999999,0.9299999999999999
MAMBA,associative_recall,medium,1000,1260,0.0003,1,classification,0.915,0.917
MAMBA,associative_recall,medium,1000,1260,0.0003,2,classification,0.91,0.9319999999999999
MAMBA,associative_recall,medium,1000,1260,0.0003,3,classification,0.9299999999999999,0.918
MAMBA,associative_recall,medium,1000,1260,0.0003,4,classification,0.92,0.921
MAMBA,associative_recall,medium,1000,1260,0.0003,5,classification,0.89,0.933
MAMBA,associative_recall,medium,1000,1260,0.0003,6,classification,0.895,0.928
MAMBA,associative_recall,medium,1000,1260,0.0003,7,classification,0.92,0.9390000000000001
MAMBA,associative_recall,medium,1000,1260,0.0003,8,classification,0.89,0.927
MAMBA,associative_recall,medium,1000,1260,0.0003,9,classification,0.9,0.931
MAMBA,associative_recall,medium,1000,1260,0.0001,0,classification,0.94,0.938
MAMBA,associative_recall,medium,1000,1260,0.0001,1,classification,0.915,0.935
MAMBA,associative_recall,medium,1000,1260,0.0001,2,classification,0.9,0.935
MAMBA,associative_recall,medium,1000,1260,0.0001,3,classification,0.945,0.928
MAMBA,associative_recall,medium,1000,1260,0.0001,4,classification,0.92,0.922
MAMBA,associative_recall,medium,1000,1260,0.0001,5,classification,0.915,0.935
MAMBA,associative_recall,medium,1000,1260,0.0001,6,classification,0.9,0.918
MAMBA,associative_recall,medium,1000,1260,0.0001,7,classification,0.92,0.937
MAMBA,associative_recall,medium,1000,1260,0.0001,8,classification,0.88,0.922
MAMBA,associative_recall,medium,1000,1260,0.0001,9,classification,0.9,0.931
MAMBA,associative_recall,medium,10000,10236,0.01,0,classification,0.87,0.923
MAMBA,associative_recall,medium,10000,10236,0.01,1,classification,0.91,0.925
MAMBA,associative_recall,medium,10000,10236,0.01,2,classification,0.91,0.9359999999999999
MAMBA,associative_recall,medium,10000,10236,0.01,3,classification,0.91,0.943
MAMBA,associative_recall,medium,10000,10236,0.01,4,classification,0.925,0.915
MAMBA,associative_recall,medium,10000,10236,0.01,5,classification,0.9,0.9319999999999999
MAMBA,associative_recall,medium,10000,10236,0.01,6,classification,0.89,0.935
MAMBA,associative_recall,medium,10000,10236,0.01,7,classification,0.91,0.935
MAMBA,associative_recall,medium,10000,10236,0.01,8,classification,0.91,0.9299999999999999
MAMBA,associative_recall,medium,10000,10236,0.01,9,classification,0.9,0.922
MAMBA,associative_recall,medium,10000,10236,0.003,0,classification,0.905,0.9390000000000001
MAMBA,associative_recall,medium,10000,10236,0.003,1,classification,0.885,0.928
MAMBA,associative_recall,medium,10000,10236,0.003,2,classification,0.9,0.926
MAMBA,associative_recall,medium,10000,10236,0.003,3,classification,0.88,0.9299999999999999
MAMBA,associative_recall,medium,10000,10236,0.003,4,classification,0.885,0.921
MAMBA,associative_recall,medium,10000,10236,0.003,5,classification,0.905,0.9319999999999999
MAMBA,associative_recall,medium,10000,10236,0.003,6,classification,0.885,0.943
MAMBA,associative_recall,medium,10000,10236,0.003,7,classification,0.89,0.928
MAMBA,associative_recall,medium,10000,10236,0.003,8,classification,0.9,0.922
MAMBA,associative_recall,medium,10000,10236,0.003,9,classification,0.915,0.929
MAMBA,associative_recall,medium,10000,10236,0.001,0,classification,0.895,0.9390000000000001
MAMBA,associative_recall,medium,10000,10236,0.001,1,classification,0.915,0.9299999999999999
MAMBA,associative_recall,medium,10000,10236,0.001,2,classification,0.9,0.9339999999999999
MAMBA,associative_recall,medium,10000,10236,0.001,3,classification,0.925,0.926
MAMBA,associative_recall,medium,10000,10236,0.001,4,classification,0.895,0.924
MAMBA,associative_recall,medium,10000,10236,0.001,5,classification,0.885,0.918
MAMBA,associative_recall,medium,10000,10236,0.001,6,classification,0.875,0.9359999999999999
MAMBA,associative_recall,medium,10000,10236,0.001,7,classification,0.89,0.92
MAMBA,associative_recall,medium,10000,10236,0.001,8,classification,0.895,0.915
MAMBA,associative_recall,medium,10000,10236,0.001,9,classification,0.89,0.927
MAMBA,associative_recall,medium,10000,10236,0.0003,0,classification,0.87,0.931
MAMBA,associative_recall,medium,10000,10236,0.0003,1,classification,0.9,0.9339999999999999
MAMBA,associative_recall,medium,10000,10236,0.0003,2,classification,0.895,0.928
MAMBA,associative_recall,medium,10000,10236,0.0003,3,classification,0.91,0.938
MAMBA,associative_recall,medium,10000,10236,0.0003,4,classification,0.91,0.924
MAMBA,associative_recall,medium,10000,10236,0.0003,5,classification,0.895,0.94
MAMBA,associative_recall,medium,10000,10236,0.0003,6,classification,0.915,0.933
MAMBA,associative_recall,medium,10000,10236,0.0003,7,classification,0.905,0.921
MAMBA,associative_recall,medium,10000,10236,0.0003,8,classification,0.91,0.927
MAMBA,associative_recall,medium,10000,10236,0.0003,9,classification,0.905,0.9339999999999999
MAMBA,associative_recall,medium,10000,10236,0.0001,0,classification,0.9,0.922
MAMBA,associative_recall,medium,10000,10236,0.0001,1,classification,0.925,0.92
MAMBA,associative_recall,medium,10000,10236,0.0001,2,classification,0.895,0.937
MAMBA,associative_recall,medium,10000,10236,0.0001,3,classification,0.895,0.937
MAMBA,associative_recall,medium,10000,10236,0.0001,4,classification,0.91,0.931
MAMBA,associative_recall,medium,10000,10236,0.0001,5,classification,0.89,0.938
MAMBA,associative_recall,medium,10000,10236,0.0001,6,classification,0.9,0.937
MAMBA,associative_recall,medium,10000,10236,0.0001,7,classification,0.905,0.9319999999999999
MAMBA,associative_recall,medium,10000,10236,0.0001,8,classification,0.9,0.929
MAMBA,associative_recall,medium,10000,10236,0.0001,9,classification,0.905,0.931
MAMBA,associative_recall,medium,100000,100416,0.01,0,classification,0.905,0.94
MAMBA,associative_recall,medium,100000,100416,0.01,1,classification,0.9,0.931
MAMBA,associative_recall,medium,100000,100416,0.01,2,classification,0.9,0.94
MAMBA,associative_recall,medium,100000,100416,0.01,3,classification,0.92,0.9299999999999999
MAMBA,associative_recall,medium,100000,100416,0.01,4,classification,0.9,0.922
MAMBA,associative_recall,medium,100000,100416,0.01,5,classification,0.885,0.929
MAMBA,associative_recall,medium,100000,100416,0.01,6,classification,0.895,0.9359999999999999
MAMBA,associative_recall,medium,100000,100416,0.01,7,classification,0.91,0.925
MAMBA,associative_recall,medium,100000,100416,0.01,8,classification,0.91,0.944
MAMBA,associative_recall,medium,100000,100416,0.01,9,classification,0.915,0.921
MAMBA,associative_recall,medium,100000,100416,0.003,0,classification,0.89,0.937
MAMBA,associative_recall,medium,100000,100416,0.003,1,classification,0.88,0.911
MAMBA,associative_recall,medium,100000,100416,0.003,2,classification,0.905,0.9410000000000001
MAMBA,associative_recall,medium,100000,100416,0.003,3,classification,0.9,0.9359999999999999
MAMBA,associative_recall,medium,100000,100416,0.003,4,classification,0.875,0.933
MAMBA,associative_recall,medium,100000,100416,0.003,5,classification,0.92,0.924
MAMBA,associative_recall,medium,100000,100416,0.003,6,classification,0.895,0.924
MAMBA,associative_recall,medium,100000,100416,0.003,7,classification,0.905,0.912
MAMBA,associative_recall,medium,100000,100416,0.003,8,classification,0.89,0.931
MAMBA,associative_recall,medium,100000,100416,0.003,9,classification,0.89,0.933
MAMBA,associative_recall,medium,100000,100416,0.001,0,classification,0.885,0.9319999999999999
MAMBA,associative_recall,medium,100000,100416,0.001,1,classification,0.905,0.909
MAMBA,associative_recall,medium,100000,100416,0.001,2,classification,0.905,0.927
MAMBA,associative_recall,medium,100000,100416,0.001,3,classification,0.915,0.94
MAMBA,associative_recall,medium,100000,100416,0.001,4,classification,0.875,0.933
MAMBA,associative_recall,medium,100000,100416,0.001,5,classification,0.905,0.931
MAMBA,associative_recall,medium,100000,100416,0.001,6,classification,0.91,0.927
MAMBA,associative_recall,medium,100000,100416,0.001,7,classification,0.88,0.913
MAMBA,associative_recall,medium,100000,100416,0.001,8,classification,0.895,0.937
MAMBA,associative_recall,medium,100000,100416,0.001,9,classification,0.92,0.9299999999999999
MAMBA,associative_recall,medium,100000,100416,0.0003,0,classification,0.9,0.9319999999999999
MAMBA,associative_recall,medium,100000,100416,0.0003,1,classification,0.91,0.917
MAMBA,associative_recall,medium,100000,100416,0.0003,2,classification,0.885,0.921
MAMBA,associative_recall,medium,100000,100416,0.0003,3,classification,0.915,0.935
MAMBA,associative_recall,medium,100000,100416,0.0003,4,classification,0.88,0.9339999999999999
MAMBA,associative_recall,medium,100000,100416,0.0003,5,classification,0.905,0.931
MAMBA,associative_recall,medium,100000,100416,0.0003,6,classification,0.91,0.929
MAMBA,associative_recall,medium,100000,100416,0.0003,7,classification,0.92,0.919
MAMBA,associative_recall,medium,100000,100416,0.0003,8,classification,0.89,0.921
MAMBA,associative_recall,medium,100000,100416,0.0003,9,classification,0.885,0.9299999999999999
MAMBA,associative_recall,medium,100000,100416,0.0001,0,classification,0.89,0.923
MAMBA,associative_recall,medium,100000,100416,0.0001,1,classification,0.905,0.931
MAMBA,associative_recall,medium,100000,100416,0.0001,2,classification,0.885,0.9410000000000001
MAMBA,associative_recall,medium,100000,100416,0.0001,3,classification,0.91,0.931
MAMBA,associative_recall,medium,100000,100416,0.0001,4,classification,0.905,0.92
MAMBA,associative_recall,medium,100000,100416,0.0001,5,classification,0.895,0.9319999999999999
MAMBA,associative_recall,medium,100000,100416,0.0001,6,classification,0.895,0.938
MAMBA,associative_recall,medium,100000,100416,0.0001,7,classification,0.91,0.92
MAMBA,associative_recall,medium,100000,100416,0.0001,8,classification,0.895,0.917
MAMBA,associative_recall,medium,100000,100416,0.0001,9,classification,0.89,0.909
